encoding_set,num_jitters,tolerance,loading,encoding,comparing,total
encoding/encoding3.pickle,nj:1,tol:0.1,0.7025234699249266,419.0606956481933,0.2263562679290771,419.98957538604736
encoding/encoding3.pickle,nj:1,tol:0.2,0.6676895618438721,408.86970376968384,0.13997149467468262,409.67736482620217
encoding/encoding3.pickle,nj:1,tol:0.3,0.6708738803863528,399.8208572864533,0.16873097419738767,400.6604621410368
encoding/encoding3.pickle,nj:1,tol:0.4,0.6635160446166994,397.97363781929,0.22347283363342288,398.8606266975403
encoding/encoding3.pickle,nj:1,tol:0.5,0.6372783184051514,397.9775295257569,0.14527177810668945,398.7600796222687
encoding/encoding3.pickle,nj:1,tol:0.6,0.6573317050933839,397.650929927826,0.13967704772949216,398.44793868064886
encoding/encoding3.pickle,nj:1,tol:0.7,0.6478199958801271,399.0368111133577,0.12497210502624514,399.80960321426386
encoding/encoding3.pickle,nj:1,tol:0.8,0.6885395050048828,403.708211183548,0.1613013744354248,404.5580520629883
encoding/encoding3.pickle,nj:1,tol:0.9,0.6959004402160647,405.7069122791291,0.1352102756500244,406.5380229949951
encoding/encoding3.pickle,nj:1,tol:1.0,0.6887922286987306,402.9241542816164,0.1287248134613037,403.74167132377625
