encoding_set,num_jitters,tolerance,loading,detecting,encoding,comparing,total
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:0.1,0.6766836643218992,379.1495375633239,4.430723190307619,0.11835837364196786,5.2257652282714835
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:0.2,0.6962318420410156,375.1083102226258,4.5889525413513175,0.1054682731628418,5.390652656555177
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:0.3,0.6813664436340333,374.5824131965638,4.439363718032836,0.12253427505493165,5.243264436721801
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:0.4,0.6733367443084717,373.91047978401184,4.508736848831177,0.09784102439880367,5.279914617538453
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:0.5,0.6827869415283203,374.2937483787535,4.400939464569091,0.09233117103576656,5.176057577133181
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:0.6,0.6858935356140138,374.60937929153437,4.5224571228027335,0.12499165534973147,5.33334231376648
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:0.7,0.6889071464538576,374.9628596305847,4.599232912063598,0.09461426734924316,5.3827543258667
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:0.8,0.6825785636901855,373.63962411880516,4.592793226242066,0.0914011001586914,5.366772890090943
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:0.9,0.6905412673950196,374.68245029449446,4.69179916381836,0.09479141235351564,5.4771318435668945
encoding/encoding_cnn_nj1_150p.pickle,nj:1,tol:1.0,0.6771166324615479,374.5374536514284,4.866137504577637,0.12085866928100585,5.66411280632019
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:0.1,0.6637227535247805,373.79176974296564,4.427550077438354,0.16338062286376956,5.254653453826903
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:0.2,0.7103104591369629,374.78585100173933,4.706815958023071,0.2497837543487549,5.66691017150879
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:0.3,0.7072138786315918,374.87659287452703,4.606652021408082,0.18236303329467773,5.4962289333343515
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:0.4,0.6943264007568359,373.67138409614563,4.552494287490847,0.17574501037597656,5.422565698623657
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:0.5,0.6929757595062258,374.2898068428038,4.6458871364593515,0.14881610870361325,5.4876790046691895
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:0.6,0.6903758049011228,373.16578745842,4.5959630012512225,0.14023470878601074,5.4265735149383545
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:0.7,0.6874155998229983,374.4504032135009,4.411810159683227,0.1766219139099121,5.275847673416138
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:0.8,0.6688244342803955,373.76488828659063,4.495032548904418,0.1303386688232422,5.294195652008058
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:0.9,0.657590389251709,374.0590822696685,4.398029565811158,0.1702742576599121,5.225894212722777
encoding/encoding_cnn_nj1_297p.pickle,nj:1,tol:1.0,0.6986241340637209,375.32173728942877,4.616585731506347,0.14776086807250974,5.462970733642578
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:0.1,0.6886448860168459,373.6210918426513,4.649239778518676,0.07890963554382326,5.416794300079347
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:0.2,0.691796064376831,374.18455481529236,4.647004365921023,0.0757136344909668,5.4145140647888175
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:0.3,0.6756815910339355,374.3017020225523,4.4645028114318865,0.11623620986938475,5.256420612335205
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:0.4,0.6918997764587405,374.95718789100647,4.646630525588988,0.05333399772644044,5.391864299774167
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:0.5,0.6700723171234131,374.26256155967695,4.5036256313323975,0.06578636169433594,5.2394843101501465
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:0.6,0.6903057098388674,375.4721412658693,4.5982985496521005,0.12283658981323245,5.4114408493042
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:0.7,0.6733622550964355,374.4491226673128,4.5247201919555655,0.07083082199096677,5.26891326904297
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:0.8,0.665116786956787,374.3449506759643,4.403271436691283,0.05400538444519043,5.122393608093262
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:0.9,0.7022583484649658,374.400603055954,4.619566202163697,0.0838923454284668,5.405716896057128
encoding/encoding_cnn_nj1_30p.pickle,nj:1,tol:1.0,0.6831331253051757,375.1310048103334,4.573769569396972,0.0642232894897461,5.321125984191896
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:0.1,0.6870944499969485,374.60008358955383,4.5846660137176505,0.08969116210937503,5.361451625823975
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:0.2,0.6767842769622799,374.6307320594788,4.637091398239137,0.08693933486938478,5.400815010070801
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:0.3,0.6805005073547363,374.04692959785484,4.458240032196045,0.04778337478637695,5.186523914337157
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:0.4,0.6614067554473875,374.4375648498535,4.449584960937499,0.06187129020690917,5.172863006591797
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:0.5,0.6680276393890382,375.5328676700594,4.599099636077881,0.07914471626281737,5.346271991729737
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:0.6,0.6621689796447754,375.4492807388305,4.494451522827148,0.07892894744873047,5.235549449920655
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:0.7,0.6707453727722168,374.6902956962586,4.431817293167115,0.05205059051513672,5.154613256454469
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:0.8,0.6703484058380127,375.79917025566124,4.5734169483184814,0.04343509674072266,5.287200450897217
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:0.9,0.6699175834655762,374.94165086746216,4.662583589553833,0.0805830955505371,5.413084268569949
encoding/encoding_cnn_nj1_3p.pickle,nj:1,tol:1.0,0.6622242927551271,373.94120407104487,4.467552661895753,0.046519994735717766,5.1762969493865985
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.1,0.6604850292205813,376.52850294113153,4.561025619506837,0.049036264419555664,5.270546913146972
