encoding_set,num_jitters,tolerance,loading,encoding,comparing,total
encoding/encoding3.pickle,nj:1,tol:0.1,0.9084615707397458,658.3500938415526,0.3081710338592529,659.5667264461517
encoding/encoding3.pickle,nj:1,tol:0.2,0.4220190048217775,323.29477310180664,0.17166399955749514,323.88845610618597
encoding/encoding3.pickle,nj:1,tol:0.3,0.4434275627136231,323.7828931808471,0.15718913078308105,324.38350987434393
encoding/encoding3.pickle,nj:1,tol:0.4,0.4572141170501711,331.33338880538935,0.15376806259155276,331.9443709850312
encoding/encoding3.pickle,nj:1,tol:0.5,0.4418554306030274,328.77143645286554,0.12464356422424315,329.3379354476928
encoding/encoding3.pickle,nj:1,tol:0.6,0.4617493152618408,331.533950805664,0.1221439838409424,332.1178441047669
encoding/encoding3.pickle,nj:1,tol:0.7,0.4635281562805178,331.3120198249818,0.13153862953186038,331.907086610794
encoding/encoding3.pickle,nj:1,tol:0.8,0.4647526741027831,330.0271527767182,0.1647629737854004,330.6566684246064
encoding/encoding3.pickle,nj:1,tol:0.9,0.4815564155578612,333.0798609256745,0.16852402687072754,333.72994136810297
encoding/encoding3.pickle,nj:1,tol:1.0,0.4472315311431885,328.63741326332104,0.12945294380187994,329.2140977382661
