encoding_set,num_jitters,tolerance,loading,detecting,encoding,comparing,total
encoding/encoding_nj1_150p.pickle,nj:1,tol:0.1,0.6836128234863281,,4.430022954940795,0.10745906829833986,5.221094846725462
encoding/encoding_nj1_150p.pickle,nj:1,tol:0.2,0.6762721538543701,,4.387439012527467,0.0965104103088379,5.160221576690673
encoding/encoding_nj1_150p.pickle,nj:1,tol:0.3,0.6848645210266113,,4.492167949676513,0.12075734138488768,5.2977898120880145
encoding/encoding_nj1_150p.pickle,nj:1,tol:0.4,0.7060484886169435,,4.5904743671417245,0.12263512611389164,5.41915798187256
encoding/encoding_nj1_150p.pickle,nj:1,tol:0.5,0.6920020580291747,,4.617860317230224,0.1144869327545166,5.424349308013916
encoding/encoding_nj1_150p.pickle,nj:1,tol:0.6,0.6925659179687501,,4.520315170288087,0.09965562820434573,5.312536716461182
encoding/encoding_nj1_150p.pickle,nj:1,tol:0.7,0.6502499580383299,,4.396874904632568,0.10570907592773438,5.152833938598632
encoding/encoding_nj1_150p.pickle,nj:1,tol:0.8,0.6847956180572511,,4.43052101135254,0.12105345726013185,5.236370086669921
encoding/encoding_nj1_150p.pickle,nj:1,tol:0.9,0.6801209449768066,,4.330662727355958,0.1035609245300293,5.114344596862793
encoding/encoding_nj1_150p.pickle,nj:1,tol:1.0,0.6973466873168943,,4.442181348800662,0.15894269943237307,5.298470735549927
encoding/encoding_nj1_297p.pickle,nj:1,tol:0.1,0.6876707077026367,,4.436820983886718,0.18433833122253407,5.308830022811891
encoding/encoding_nj1_297p.pickle,nj:1,tol:0.2,0.6842601299285889,,4.1029863357543945,0.18026375770568845,4.967510223388672
encoding/encoding_nj1_297p.pickle,nj:1,tol:0.3,0.6746754646301271,,4.422659635543824,0.15513443946838373,5.252469539642335
encoding/encoding_nj1_297p.pickle,nj:1,tol:0.4,0.6943643093109131,,4.637456893920898,0.19331049919128407,5.525131702423095
encoding/encoding_nj1_297p.pickle,nj:1,tol:0.5,0.6892569065093993,,4.620508909225464,0.15641450881958008,5.4661803245544425
encoding/encoding_nj1_297p.pickle,nj:1,tol:0.6,0.6978309154510498,,4.640472173690797,0.13833498954772944,5.476638078689574
encoding/encoding_nj1_297p.pickle,nj:1,tol:0.7,0.6910912990570068,,4.3661470413208,0.14313292503356928,5.200371265411379
encoding/encoding_nj1_297p.pickle,nj:1,tol:0.8,0.6825327873229979,,4.6760454177856445,0.13604545593261716,5.49462366104126
encoding/encoding_nj1_297p.pickle,nj:1,tol:0.9,0.7055397033691406,,4.526448726654052,0.1424648761749268,5.37445330619812
encoding/encoding_nj1_297p.pickle,nj:1,tol:1.0,0.6922154426574705,,4.5269722938537615,0.13307046890258792,5.352258205413818
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.1,0.6848363876342772,,4.514950513839722,0.049694776535034166,5.249481678009032
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.2,0.6579117774963382,,4.428343534469604,0.07688593864440918,5.163141250610353
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.3,0.6600146293640139,,4.313866615295411,0.056995391845703125,5.030876636505126
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.4,0.6772727966308594,,4.32890009880066,0.08723783493041994,5.0934107303619385
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.5,0.6841740608215334,,4.589216709136963,0.1065585613250732,5.37994933128357
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.6,0.6642541885375977,,4.441321372985839,0.057289838790893576,5.162865400314333
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.7,0.6636631488800051,,4.474435091018676,0.0869121551513672,5.225010395050048
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.8,0.6625506877899171,,4.138394832611085,0.07230854034423828,4.873254060745238
encoding/encoding_nj1_30p.pickle,nj:1,tol:0.9,0.6422970294952393,,4.26554822921753,0.07154083251953126,4.979386091232301
encoding/encoding_nj1_30p.pickle,nj:1,tol:1.0,0.6675477027893066,,4.351086139678955,0.05853939056396485,5.077173233032228
encoding/encoding_nj1_3p.pickle,nj:1,tol:0.1,0.6779930591583252,,4.6398658752441415,0.03716993331909181,5.3550288677215585
encoding/encoding_nj1_3p.pickle,nj:1,tol:0.2,0.6568102836608887,,4.5064427852630615,0.04687118530273437,5.210124254226684
encoding/encoding_nj1_3p.pickle,nj:1,tol:0.3,0.6626293659210205,,4.5786731243133545,0.06503295898437497,5.30633544921875
encoding/encoding_nj1_3p.pickle,nj:1,tol:0.4,0.6781573295593264,,4.4661827087402335,0.08619904518127441,5.230539083480835
encoding/encoding_nj1_3p.pickle,nj:1,tol:0.5,0.6604406833648683,,4.434937715530394,0.0385599136352539,5.133938312530517
encoding/encoding_nj1_3p.pickle,nj:1,tol:0.6,0.6373972892761233,,4.3244805335998535,0.037329196929931634,4.999207019805907
encoding/encoding_nj1_3p.pickle,nj:1,tol:0.7,0.6746084690093996,,4.513745069503783,0.0399916172027588,5.2283451557159415
encoding/encoding_nj1_3p.pickle,nj:1,tol:0.8,0.6671583652496338,,4.4968910217285165,0.03734660148620607,5.201395988464356
encoding/encoding_nj1_3p.pickle,nj:1,tol:0.9,0.6825833320617678,,4.522601604461671,0.04641127586364747,5.251596212387086
encoding/encoding_nj1_3p.pickle,nj:1,tol:1.0,0.6708366870880129,,4.617133378982545,0.03876042366027832,5.326730489730836
