encoding_set,num_jitters,tolerance,loading,encoding,comparing,total
encoding/encoding3.pickle,nj:1,tol:0.1,2.0163092613220206,1403.9524705410004,1.3702659606933596,1407.3390457630167
encoding/encoding3.pickle,nj:1,tol:0.2,4.927551984786988,2346.0070869922633,1.1425111293792731,2352.0771501064305
encoding/encoding3.pickle,nj:1,tol:0.3,0.2483453750610352,146.79856538772583,0.04663085937500001,147.0935416221619
encoding/encoding3.pickle,nj:1,tol:0.4,0.0,0.0,0.0,0.0
encoding/encoding3.pickle,nj:1,tol:0.5,0.0,0.0,0.0,0.0
encoding/encoding3.pickle,nj:1,tol:0.6,0.0,0.0,0.0,0.0
encoding/encoding3.pickle,nj:1,tol:0.7,0.0,0.0,0.0,0.0
encoding/encoding3.pickle,nj:1,tol:0.8,0.0,0.0,0.0,0.0
encoding/encoding3.pickle,nj:1,tol:0.9,0.0,0.0,0.0,0.0
encoding/encoding3.pickle,nj:1,tol:1.0,0.0,0.0,0.0,0.0
